participant_id,displayCondition,socialCondition,dimensionOrder,displayOrder,experiment_phase,response,rankOrder,orderedRanks
49,integrated,superior,"Direction,Craft,Role,Speed,Status","0,1,4,2,3",verbal_report_textbox_phase3,Try and understand by the information i was given if the craft is hostile or friendly. ,"Status,Craft,Speed,Direction,Role","1,2,3,4,5"
50,integrated,superior,"Speed,Role,Direction,Status,Craft","2,1,3,4,0",verbal_report_textbox_phase2,If the direction was left and the line was long then the craft was friendly. If the direction was left and the line was short then the craft was hostile. If the direction was right and the line was long then the craft was hostile. If the direction was right and the line was short then the craft was friendly. I only realised the length of the line mattered towards the end of the training though and didn't have time to really check whether I had the interpretations the right way for all 4 scenarios.,"Direction,Speed,Status,Craft,Role","1,2,3,4,5"
50,integrated,superior,"Speed,Role,Direction,Status,Craft","2,1,3,4,0",verbal_report_textbox_phase3,I didn't think that there was any way to tell whether the craft was friendly or hostile in this task because the direction was missing.,"Direction,Status,Craft,Speed,Role","1,2,3,4,5"
51,integrated,superior,"Status,Role,Direction,Craft,Speed","4,0,3,1,2",verbal_report_textbox_phase2,"if the plane was autonomous and was fast, i considered it hostile. If the plane was a decoy I would consider it friendly. In the submarine, if he was autonomous, he was friendly, if he was a decoy he considered him hostile. ","Role,Craft,Speed,Status,Direction","1,2,3,4,5"
51,integrated,superior,"Status,Role,Direction,Craft,Speed","4,0,3,1,2",verbal_report_textbox_phase3,"In this exercise I tried to use the damage logic, if there was a lot of damage and it was decoy and plane, then it was hostile, if it was not it was autonomous. If it had little damage, and it was a submarine and it was decoy then it was hostile","Craft,Role,Status,Speed,Direction","1,2,3,4,5"
52,integrated,superior,"Role,Speed,Craft,Direction,Status","0,2,3,1,4",verbal_report_textbox_phase2,"I was trying to decide if its dangerous or not and in which way it goes, and the tipe of craft it is, and if it is slow or fast","Status,Speed,Role,Craft,Direction","1,2,3,4,5"
52,integrated,superior,"Role,Speed,Craft,Direction,Status","0,2,3,1,4",verbal_report_textbox_phase3,I was deciding on base if this a decoy or not,"Role,Status,Direction,Speed,Craft","1,2,3,4,5"
53,integrated,superior,"Direction,Speed,Craft,Status,Role","1,4,2,3,0",verbal_report_textbox_phase2,"I associated the speed as indication if the craft was in combat or not and the direction as the sides of battle. If, for example, there was an undamaged craft travelling at full speed to the left side (which I took as my own out of habit), it meant that tthis craft was hostile. ","Speed,Direction,Craft,Status,Role","1,2,4,4,5"
53,integrated,superior,"Direction,Speed,Craft,Status,Role","1,4,2,3,0",verbal_report_textbox_phase3,"Same as earlier, but I've changed my mind concerning the direction of the craft, because there was no perspective applied. The more I think of it, the less sense it makes - it's really hard to translate these combinations of symbols to an imaginary naval battle (either hostile or friendly crafts can take different directions, be damaged or undamaged, adjust different speeds)","Craft,Speed,Status,Role,Direction","2,2,4,5,5"
54,integrated,superior,"Speed,Craft,Role,Status,Direction","4,1,0,2,3",verbal_report_textbox_phase2,"I have to say that while I thought I had some sort of system I got confused half way through the task and started questioning every choice. I thought that if the craft is autonomous, travels at a low speed and is undamaged it's more likely to be friendly. If the craft travels to the left at a high speed while being a decoy I thought that it's most likely to be a hostile. I didn't really take the type of craft (submarine or airplane) into consideration throughout the task.\nFor some reason I trusted that the damaged craft that is travelling to the left is more likely to be friendly. ","Role,Speed,Direction,Status,Craft","1,2,3,4,5"
54,integrated,superior,"Speed,Craft,Role,Status,Direction","4,1,0,2,3",verbal_report_textbox_phase3,"Without being able to tell whether a craft is autonomous or a decoy I was very confused. I decided, I'm not sure why that a craft is most likely to be friendly when it's either approaching to the left while damaged at a slow speed or when it's going to the right, undamaged at any speed. Otherwise it was hostile.","Speed,Status,Direction,Craft,Role","1,2,3,4,5"
55,integrated,superior,"Role,Speed,Status,Craft,Direction","1,4,3,2,0",verbal_report_textbox_phase2,"When the craft tagged as a decoy was slow I decided it to be hostile, or when some autonomous crafts were fast and damaged.\nWhen the autonomous craft was slow and undamaged I thought about it as friendly, because why should it be hostile when probably there was no fight with others and comes with good intentions. The directions were not that important","Role,Speed,Status,Craft,Direction","1,2,3,4,5"
55,integrated,superior,"Role,Speed,Status,Craft,Direction","1,4,3,2,0",verbal_report_textbox_phase3,"Since there we no speed shown, it was a lot harder than before. I focused more on whether the craft was a decoy or not and whether it was damaged.\nDecoy and damaged = trap, so hostile\nAutonomous and undamaged = probably friendly","Role,Status,Speed,Direction,Craft","1,2,3,4,5"
56,integrated,superior,"Speed,Direction,Craft,Role,Status","0,3,4,2,1",verbal_report_textbox_phase2,"First of all, I was paying attention to whether the craft was damaged or not. If so, I was convinced that it is a friendly craft. Second, I was looking at whether the craft was autonomous or decoy. Third, I was looking at how fast craft moves and I was trying to guess what is the purpose of such fast/slow movement. Finally, I looked at the craft's move direction and I was analyzing it. ","Status,Role,Speed,Direction,Craft","1,2,3,4,5"
56,integrated,superior,"Speed,Direction,Craft,Role,Status","0,3,4,2,1",verbal_report_textbox_phase3,"Mainly, I was looking at the speed of the craft and wondering why it is moving so fast / slow in that direction. ","Status,Speed,Direction,Role,Craft","1,2,3,4,5"
57,integrated,superior,"Direction,Speed,Craft,Status,Role","2,0,4,1,3",verbal_report_textbox_phase2,"I attempted to rate each craft on it's own merit while calculating that aircraft could be expected to travel faster than their water based counterparts. Added to this was the fact that I expected the allies to be the better combatants and as such the damaged craft would automatically be weighted towards being hostile. I do admit though, there was a strong element of guesswork. That's not to say I wasn't confident with my guesses, when reporting to an officer confidence is always needed.","Direction,Speed,Craft,Status,Role","1,2,3,4,5"
57,integrated,superior,"Direction,Speed,Craft,Status,Role","2,0,4,1,3",verbal_report_textbox_phase3,With not knowing the status of the craft I was held to gauging their state of repair entirely by comparing their current speed to their assumed speed when they set off. With this test I felt I was far far worse at evaluating the vessels. With no pointers I tried to use their direction as a last resort.,"Speed,Direction,Role,Craft,Status","1,2,3,4,5"
58,integrated,superior,"Status,Craft,Speed,Role,Direction","3,1,0,4,2",verbal_report_textbox_phase2,There was sometimes too much information but clearly it helped to decide if friendly or hostile.,"Role,Direction,Status,Craft,Speed","2,3,4,5,5"
58,integrated,superior,"Status,Craft,Speed,Role,Direction","3,1,0,4,2",verbal_report_textbox_phase3,"This time, it was actually quite difficult and I believe due of my mistakes a lot of friendly vessels are sunk.","Role,Speed,Status,Direction,Craft","3,3,4,4,5"
59,integrated,superior,"Role,Craft,Speed,Direction,Status","1,4,0,2,3",verbal_report_textbox_phase2,"I was considering first the role of the craft: if the craft was autonomous, it could be friendly. After that, i considered the speed (high speed = hostile, low speed = maybe friendly) and if the craft was undamaged or damaged.","Role,Speed,Status,Direction,Craft","1,2,3,4,5"
59,integrated,superior,"Role,Craft,Speed,Direction,Status","1,4,0,2,3",verbal_report_textbox_phase3,"First I looked at the speed (high speed = probably hostile) and at the direction (right = maybe hostile). If the craft was undamaged, it could be hostile","Speed,Direction,Status,Craft,Role","1,2,3,4,5"
60,integrated,superior,"Status,Direction,Role,Speed,Craft","2,0,3,4,1",verbal_report_textbox_phase2,"Mainly based on the status and the direction, with trial and error style from the first part\n","Status,Direction,Role,Speed,Craft","1,2,3,4,5"
60,integrated,superior,"Status,Direction,Role,Speed,Craft","2,0,3,4,1",verbal_report_textbox_phase3,Mainly based on the status and the autonomous/decoy mode,"Status,Role,Speed,Craft,Direction","1,2,3,4,5"
61,integrated,superior,"Direction,Speed,Role,Craft,Status","0,2,1,4,3",verbal_report_textbox_phase2,"Hostile;\nAutonomous, Damaged, Fast\nDecoy, Damaged, Fast\nDecoy, Damaged, Slow \n\nFriendly;\nAutonomous, Undamaged, Slow\nAutonomous, Undamaged, Fast\nAutonomous, Damaged, Slow\nDecoy, Undamaged, slow \n\n ","Speed,Status,Role,Direction,Craft","1,2,3,4,5"
61,integrated,superior,"Direction,Speed,Role,Craft,Status","0,2,1,4,3",verbal_report_textbox_phase3,This time I was less trusting of damaged crafts as I could not determine their speeds. \nOther than that I stuck to my chosen patterns.,"Status,Role,Direction,Speed,Craft","1,2,3,4,5"
62,integrated,superior,"Status,Speed,Direction,Craft,Role","0,3,4,1,2",verbal_report_textbox_phase2,I mainly looked at the directions and I suggested myself that this will show me the correct answear.,"Direction,Craft,Role,Speed,Status","1,2,3,4,5"
62,integrated,superior,"Status,Speed,Direction,Craft,Role","0,3,4,1,2",verbal_report_textbox_phase3,I was mainly looking at the directions to decide whether it was friendly or hostile.,"Direction,Status,Craft,Role,Speed","1,2,3,4,5"
63,integrated,superior,"Role,Direction,Craft,Status,Speed","3,0,2,1,4",verbal_report_textbox_phase2,Mostly off the damage status and it being or not a decoy.,"Status,Role,Craft,Speed,Direction","1,2,3,4,5"
63,integrated,superior,"Role,Direction,Craft,Status,Speed","3,0,2,1,4",verbal_report_textbox_phase3,"Mostly off the speed they were having, I got confused without the damage bar.","Speed,Craft,Role,Direction,Status","1,2,3,4,5"
64,integrated,superior,"Craft,Speed,Direction,Role,Status","0,2,4,1,3",verbal_report_textbox_phase2,"I tried to learn a routine from the practice phase, and then follow that through. It was certainly more difficult than I imagined though!","Craft,Role,Direction,Speed,Status","1,2,3,4,5"
64,integrated,superior,"Craft,Speed,Direction,Role,Status","0,2,4,1,3",verbal_report_textbox_phase3,"I based in one my priorities, which were automated or not, and the speed of the craft first of all","Role,Craft,Speed,Direction,Status","1,2,3,4,5"
65,integrated,superior,"Status,Speed,Direction,Craft,Role","0,1,4,3,2",verbal_report_textbox_phase2,"I decided on the how fast or slow the craft travel, the direction, the autonomous and whether it was damaged or not. It seem that the slow the craft the the hostile the craft was and the faster the craft the more friendly it was. ","Craft,Speed,Direction,Status,Role","1,2,3,4,5"
65,integrated,superior,"Status,Speed,Direction,Craft,Role","0,1,4,3,2",verbal_report_textbox_phase3,Since there was no speed to look at i decided on how autonomous the craft is followed by how damaged it is then the direction.,"Role,Status,Craft,Direction,Speed","1,2,3,4,5"
66,integrated,superior,"Speed,Status,Craft,Direction,Role","3,1,0,4,2",verbal_report_textbox_phase2,"if it was an airplane to the right it was friendly, to he left  hostile, submarines damaged were i think hostile but i had more difficulty","Role,Speed,Status,Craft,Direction","2,2,4,5,5"
66,integrated,superior,"Speed,Status,Craft,Direction,Role","3,1,0,4,2",verbal_report_textbox_phase3,i couldn't yet figure out the autonomous/decoy pattern but usually airplanes to the right were friendly and to the left hostile. if submarines were slow to the righ they were friendly and i guessed  fast and to the left ususually hostile,"Role,Speed,Direction,Craft,Status","1,4,4,5,5"
67,integrated,superior,"Direction,Role,Craft,Speed,Status","2,0,3,4,1",verbal_report_textbox_phase2,"I categorized most damaged airplane as hostile, and any craft that was both fast and had a decoy role as hostile as well.","Role,Speed,Status,Craft,Direction","1,2,3,4,5"
67,integrated,superior,"Direction,Role,Craft,Speed,Status","2,0,3,4,1",verbal_report_textbox_phase3,I categorized fast decoy aircraft as hostile,"Speed,Role,Craft,Direction,Status","1,2,3,4,5"
68,integrated,superior,"Speed,Direction,Craft,Status,Role","4,3,1,2,0",verbal_report_textbox_phase2,"I would typically assume that if the craft was not damaged then it was friendly. if it was damaged and fast it was hostile. if it was damaged and slow it was possibly friendly.  i had a slight feeling that turning left was more friendly than turning right, but that wasn't a set rule in my head. i was not really certain in some judgements though as i feel i hadn't concluded enough from the training\n\nas a note, i did mistake the decoy symbol as meaning it was not-autonomous, and had made some initial judgements on the basis of there being a \""""pilot\"""", though i believe the training   would still have adjusted my assumptions etc, especially as i the autonomous/decoy state wasn't considered as highly as others. thought it best to include the info though","Craft,Role,Direction,Status,Speed","1,2,3,5,5"
68,integrated,superior,"Speed,Direction,Craft,Status,Role","4,3,1,2,0",verbal_report_textbox_phase3,hostile only if fast and going left. everything else was friendly. not sure why really. wasn't feeling confident at all in my judgements so made a rule to follow for myself,"Direction,Speed,Craft,Role,Status","1,2,5,5,5"
69,integrated,superior,"Direction,Status,Role,Craft,Speed","3,2,0,4,1",verbal_report_textbox_phase2,"I looked if the craft was either damaged, fast or a decoy. If 2 out of 3 of this elements were present, I classified it as hostile. Otherwise, it was friendly. I didn't consider shape or direction.","Status,Speed,Role,Direction,Craft","1,2,3,4,5"
69,integrated,superior,"Direction,Status,Role,Craft,Speed","3,2,0,4,1",verbal_report_textbox_phase3,"I looked if a craft was either damaged or a decoy. If these two criteria were met, I considered it hostile. Otherwise, it was a split chance 50/50.","Status,Role,Direction,Craft,Speed","1,2,3,4,5"
70,integrated,superior,"Role,Status,Speed,Direction,Craft","1,4,0,3,2",verbal_report_textbox_phase2,I tried to remember and figure out as many situations as possible from phase 1 and I saw I succeed more when realised the direction (unless it was just luck),"Direction,Role,Status,Speed,Craft","1,2,3,4,5"
70,integrated,superior,"Role,Status,Speed,Direction,Craft","1,4,0,3,2",verbal_report_textbox_phase3,"This time I had no direction to follow so I did my guesses considering the rest, but it's hard to say as I didn't have any feedback.","Role,Speed,Status,Craft,Direction","1,2,3,4,5"
71,integrated,superior,"Status,Role,Craft,Direction,Speed","1,2,3,0,4",verbal_report_textbox_phase2,The speed played a major part in my decision making,"Speed,Status,Role,Direction,Craft","1,2,3,4,5"
71,integrated,superior,"Status,Role,Craft,Direction,Speed","1,2,3,0,4",verbal_report_textbox_phase3,the speed was my major focus,"Speed,Direction,Role,Craft","1,2,3,4"
72,integrated,superior,"Craft,Speed,Status,Direction,Role","3,4,0,1,2",verbal_report_textbox_phase2,"a plane from the right that was slow, damaged and a decoy was hostile. Any other plane was friendly.\n\na submarine from the left, fast and autonomous was friendly, the rest were hostile.","Role,Status,Speed,Craft,Direction","2,3,4,5,5"
72,integrated,superior,"Craft,Speed,Status,Direction,Role","3,4,0,1,2",verbal_report_textbox_phase3,no idea,"",""
73,integrated,superior,"Speed,Direction,Craft,Role,Status","1,4,0,3,2",verbal_report_textbox_phase2,The craft facing down is the friendly craft. While the craft facing up is the hostile craft.,"Craft,Speed,Direction,Role,Status","1,2,3,4,5"
73,integrated,superior,"Speed,Direction,Craft,Role,Status","1,4,0,3,2",verbal_report_textbox_phase3,Airplane is hostile while the submarine is friendly.,"Craft,Speed,Status,Direction,Role","1,2,3,4,5"
74,integrated,superior,"Craft,Direction,Status,Role,Speed","0,1,2,4,3",verbal_report_textbox_phase2,The friendly craft is the one facing up.,"Craft,Status,Direction,Speed,Role","1,2,3,4,5"
74,integrated,superior,"Craft,Direction,Status,Role,Speed","0,1,2,4,3",verbal_report_textbox_phase3,The submarine craft was friendly while the airplane was hostile was the hostile craft.,"Craft,Role,Status,Direction,Speed","1,2,3,4,5"
75,integrated,superior,"Status,Role,Direction,Speed,Craft","2,0,3,4,1",verbal_report_textbox_phase2,"","Speed,Role,Direction,Craft,Status","1,2,3,4,5"
75,integrated,superior,"Status,Role,Direction,Speed,Craft","2,0,3,4,1",verbal_report_textbox_phase3,"","Speed,Status,Craft,Role,Direction","1,2,3,4,5"
76,integrated,superior,"Craft,Direction,Speed,Status,Role","3,0,1,4,2",verbal_report_textbox_phase2,"If the craft was a damaged decoy and traveled fast, i considered it hostile.\n\nIf the craft moved to the left and was undamaged, no matter the speed and being autonomous or decoy, I tended to consider it friendly.\n\nFast undamaged crafts moving right tended to be considered hostile.\n\nSlow damaged crafts moving left were friendly.\n\n\n","Craft,Status,Speed,Role,Direction","1,2,3,4,5"
76,integrated,superior,"Craft,Direction,Speed,Status,Role","3,0,1,4,2",verbal_report_textbox_phase3,moving right considered almost all as hostile.\nmoving left as friendly.\nhigh speed damaged mostly hostile.\nleft high or low speed undamaged crafts as friendly.\n,"Status,Craft,Role,Speed,Direction","1,2,3,4,5"
77,integrated,superior,"Role,Status,Direction,Craft,Speed","3,2,0,1,4",verbal_report_textbox_phase2,"My decision was arrived at by observing the speed of the craft. Fast crafts were hostile and slow crafts are friendly. I noticed two exceptions. Fast, autonomous planes, going in the right direction are friendly. Slow, decoy ships going right are hostile.","Speed,Role,Craft,Status,Direction","1,2,3,4,5"
77,integrated,superior,"Role,Status,Direction,Craft,Speed","3,2,0,1,4",verbal_report_textbox_phase3,"The exceptions for the second task were the only ones i recalled with certainty. Slow , decoy, ship, going right is hostile, and fast, auto plane, going right is friendly. The rest were determined from memory recall.","Speed,Role,Craft,Status,Direction","1,2,3,4,5"
78,integrated,superior,"Role,Direction,Craft,Speed,Status","3,1,2,0,4",verbal_report_textbox_phase2,"I choose whether a craft was friendly or hostile based on the craft type. Most of airplanes were friendly while most of submarines were hostile, except from a few compinations of all characteristics where an airplane could be hostile and a submarine could be friendly.","Craft,Status,Role,Speed,Direction","1,2,3,4,5"
78,integrated,superior,"Role,Direction,Craft,Speed,Status","3,1,2,0,4",verbal_report_textbox_phase3,In this tank some characteristics were missing except from the craft type which were always available. This was the main option to choose where a craft was friendly or hostile. Almost all of airplanes were friendly and all submarines were hostile except from a few combinations of the rest characteristics which they could make an airplane hostile and a submarine friendly. In this task some of the rest characteristics were missing so from the craft type and the given characteristics I decided the most possible option.,"Craft,Status,Speed,Role,Direction","1,2,3,4,5"
79,integrated,superior,"Direction,Craft,Role,Speed,Status","0,3,4,2,1",verbal_report_textbox_phase2,"Based on the part of the experiment in which I received feedback. I got a sense from the prior distribution, which dictated that most crafts were friendly and I believe I correctly identified two cases (which if I'm not mistaken occured more often) in which the craft was hostile. I could not identify a pattern per se so I had to extrapolate based on that alone. I cross checked these two patterns and decided that an important factor was damaged/undamaged because in both cases the healthbar was full. Other than that, unless I'm wrong the type of craft played an important part (in that very part I'd say out of the hostile fleet, most were submarines - yet I did not allow this observation to play a greater role since it was conditioned on the fact that the craft was hostile which was not the case for most crafts) . ","Craft,Status,Speed,Direction,Role","1,2,3,4,5"
79,integrated,superior,"Direction,Craft,Role,Speed,Status","0,3,4,2,1",verbal_report_textbox_phase3,"I tried to apply my pre-existing knowledge. I do recall the class of a (type, direction, health, speeed, [autonomus/decoy]) combination so every time it appeared I was \""""certain\"""" of the correct class since I assumed it was uniquely determined by the triplet I had access to (and by uniquely determined I mean I'm better off predicting hostile every time). Otherwise, I tried to create a consistent set of rules but there was much randomness involved.","Craft,Status,Direction,Speed,Role","1,2,3,4,5"
80,separated,superior,"Speed,Role,Status,Direction,Craft","3,1,0,4,2",verbal_report_textbox_phase2,"Mostly i was looking if it was a decoy. Then i would look on the damage, then their direction","Role,Status,Craft,Direction,Speed","1,1,2,4,5"
80,separated,superior,"Speed,Role,Status,Direction,Craft","3,1,0,4,2",verbal_report_textbox_phase3,"Still i was looking if thats a decoy, then the damage staus. This time i was paying attencion to if its a airplane or a submarine","Role,Status,Speed,Craft,Direction","1,2,3,4,5"
81,separated,superior,"Status,Craft,Speed,Direction,Role","3,0,1,2,4",verbal_report_textbox_phase2,"If he had been autonomous and had not damaged, surely he was hostile.","Role,Status,Speed,Craft,Direction","1,2,3,4,5"
81,separated,superior,"Status,Craft,Speed,Direction,Role","3,0,1,2,4",verbal_report_textbox_phase3,"\nIf it was fast, it was hostile.","Speed,Status,Craft,Direction,Role","1,2,3,4,5"
82,separated,superior,"Speed,Status,Direction,Role,Craft","0,2,3,4,1",verbal_report_textbox_phase2,"Looking at speed and direction mainly. Using the training examples, the 'correct' answers seemed to stem from from looking at the two boxes the most so I went with those. ","Direction,Speed,Role,Craft,Status","1,2,3,4,5"
82,separated,superior,"Speed,Status,Direction,Role,Craft","0,2,3,4,1",verbal_report_textbox_phase3,By using the decoy/autonomous status and the speed. Then checking the craft as well. ,"Role,Speed,Craft,Status,Direction","1,2,3,4,5"
83,separated,superior,"Speed,Direction,Status,Craft,Role","0,4,3,2,1",verbal_report_textbox_phase2,"I was looking at their status about damage (damaged/undamaged). If it was damaged it was hostile, but if it was undamaged (green) it was friendly, except from the cases where it was going to the right and its speed was 60; then it was hostile.","Status,Direction,Speed,Craft,Role","1,2,3,4,5"
83,separated,superior,"Speed,Direction,Status,Craft,Role","0,4,3,2,1",verbal_report_textbox_phase3,"This time, since no data were available for speed (this is why I ranked it 5th) I was mainly based on the status about damaged/undamaged, as well as on whether it went left or right. I was not confident about my answers when it was green and was going right, because I didn't know its speed in order to categorize it. ","Status,Direction,Craft,Role,Speed","1,2,3,4,5"
84,separated,superior,"Status,Craft,Direction,Role,Speed","1,3,0,4,2",verbal_report_textbox_phase2,"I saw most important feature is their speed, hostile crafts were moving faster than friendly ones not always but in majority.","Speed,Status,Direction,Craft,Role","1,3,3,5,5"
84,separated,superior,"Status,Craft,Direction,Role,Speed","1,3,0,4,2",verbal_report_textbox_phase3,Majority of friendly crafts were slower than enemy crafts\n,"Speed,Status,Direction,Craft,Role","1,2,3,5,5"
85,separated,superior,"Speed,Direction,Role,Craft,Status","0,2,1,4,3",verbal_report_textbox_phase2,I first looked if the craft was autonoumous or decay.Then i would look at the damage and speed. If its a demaged and moving too fast or slow i would considered it a hostile. If it is undamaged and moving too fast i would consider it a hostile. Slow and undamged not a hostile.,"Status,Role,Speed,Craft,Direction","1,2,3,4,5"
85,separated,superior,"Speed,Direction,Role,Craft,Status","0,2,1,4,3",verbal_report_textbox_phase3,I first looked at damaged then the decoy then type of craft. If it was damaged and a decoy it is hostile. If it was a decoy it is hostile. the type of craft was irrelevent as the speed was not available,"Status,Role,Craft,Direction,Speed","1,2,3,4,5"
86,separated,superior,"Status,Craft,Speed,Direction,Role","0,3,1,4,2",verbal_report_textbox_phase2,"Basically i felt like the key parameter was whether the craft was autonomous or a decoy; I felt the study was just about it, with a \""""decoy\"""" parameter, the status of the craft (damaged or undamaged): the green light pushes me towards a friendly craft, viceversa the red one. I felt the other parameters (speed, vehicle or direction) didn't matter in the choice.","Role,Status,Craft,Speed,Direction","1,3,5,5,5"
86,separated,superior,"Status,Craft,Speed,Direction,Role","0,3,1,4,2",verbal_report_textbox_phase3,"Without the key parameter (the role), i based basically on the status( decoy or autonomous). In the beginning i was thinking about the type of the craft too, but then i realized maybe the only factor which was involved was the status, so i focused on that.\n","Role,Status,Craft,Speed,Direction","1,1,5,5,5"
87,separated,superior,"Speed,Status,Craft,Direction,Role","4,0,3,1,2",verbal_report_textbox_phase2,damaged was hostile while undamaged was friendly,"Status,Craft,Role,Speed,Direction","1,2,3,4,5"
87,separated,superior,"Speed,Status,Craft,Direction,Role","4,0,3,1,2",verbal_report_textbox_phase3,hostile no info whether it is damaged or not,"Status,Role,Craft,Speed,Direction","1,2,3,4,5"
88,separated,superior,"Direction,Status,Role,Craft,Speed","3,0,2,4,1",verbal_report_textbox_phase2,I assumed that faster aircraft and autonomous ones would be more friendly as the hostility would be over in a quicker period. I had to justify whether the speed was more important or the damage it created,"Speed,Role,Status,Direction,Craft","1,2,3,4,5"
88,separated,superior,"Direction,Status,Role,Craft,Speed","3,0,2,4,1",verbal_report_textbox_phase3,It was more difficult to decide this time but I based it more this time on whether the task was decoy or autonomous and its damage level,"Role,Status,Direction,Craft,Speed","1,2,3,4,5"
89,separated,superior,"Speed,Role,Craft,Status,Direction","4,1,0,2,3",verbal_report_textbox_phase2,"First i try to look if it's a Airplane or Submarine, then the speed, then if it's decoy or not.","Direction,Status,Speed,Craft,Role","1,3,3,4,4"
89,separated,superior,"Speed,Role,Craft,Status,Direction","4,1,0,2,3",verbal_report_textbox_phase3,"First i look if it's an airplane or submarine, then the speed and if it's Decoy or not.","Status,Speed,Direction,Craft,Role","2,2,2,4,4"
90,separated,superior,"Direction,Status,Role,Craft,Speed","1,2,3,4,0",verbal_report_textbox_phase2,"A submarine coming from any direction, as a decoy or autonomous that was fast was friendly and one that was slow was hostile. And vice versa for the plane (fast planes were hostile no matter the condition or direction","Speed,Craft,Status,Role,Direction","1,2,3,4,5"
90,separated,superior,"Direction,Status,Role,Craft,Speed","1,2,3,4,0",verbal_report_textbox_phase3,"Autonomous in either condition meant hostile. Decoy in undamaged was friendly. Unsure about decoy and damaged, I thought it might have been friendly too","Role,Status,Direction,Craft,Speed","1,2,3,4,5"
91,separated,superior,"Direction,Role,Speed,Status,Craft","4,0,3,2,1",verbal_report_textbox_phase2,First I looked at the speed then if it was an aircraft or a submarine. Finally if it was a decoy. I considered the damage if it was an aircraft. I have not considered the direction ,"Speed,Craft,Role,Status,Direction","1,2,3,4,5"
91,separated,superior,"Direction,Role,Speed,Status,Craft","4,0,3,2,1",verbal_report_textbox_phase3,"Again I looked at the speed, then if it was a plane or a submarine. Finally if it were a lure. I considered the damage if it were a plane. I did not consider the management because the data was not available ","Speed,Craft,Role,Status,Direction","1,2,3,4,5"
92,separated,superior,"Direction,Craft,Status,Speed,Role","4,3,0,1,2",verbal_report_textbox_phase2,"If they were going at a slow speed towards right, I assumed they were friendly. Furthermore when they were decoys, no matter what direction they were headed to, if their speed were slow, I'd assume they were friendly. When they were going at full speed or at slow speed and they weren't decoys, I assumed they were hostile. ","Speed,Role,Direction,Status,Craft","1,2,2,3,4"
92,separated,superior,"Direction,Craft,Status,Speed,Role","4,3,0,1,2",verbal_report_textbox_phase3,"Since it was impossible for me to see their roles, I based my choices on their speed and their direction and the their health. If they were headed towards right at a low speed they were friendly. If they were going towards right at high speed but their health was low, I'd consider them friendly otherwise hostile. If they were headed towards left at a low speed and damaged, I'd consider them friendly while in all the other cases they were considered hostile.","Speed,Direction,Status,Craft,Role","1,1,2,5,5"
93,separated,superior,"Direction,Status,Role,Speed,Craft","1,2,4,3,0",verbal_report_textbox_phase2,I tended to believe that an undamaged autonomous craft travelling at speed from either direction was suspicious and therefore felt was potentially hostile as I did not see the need for it to be travelling at speed.\n\nAnything travelling at low speed I was more inclined to believe was less of a threatening scenario,"Speed,Status,Role,Direction,Craft","1,2,3,4,5"
93,separated,superior,"Direction,Status,Role,Speed,Craft","1,2,4,3,0",verbal_report_textbox_phase3,employed the same reasoning as before because direction really played no part in my thoughts previously and the fact it had been removed therefore did not influence my decision making,"Speed,Status,Role,Craft,Direction","1,2,3,4,5"
94,separated,superior,"Direction,Speed,Status,Craft,Role","3,0,1,4,2",verbal_report_textbox_phase2,"I noticed at the training part of the study that the ones with the faster speed were mostly hostile so I tried to consider the other features as well, such as direction and guess everytime whether they were friendly or hostile.","Speed,Role,Direction,Craft,Status","1,2,3,4,5"
94,separated,superior,"Direction,Speed,Status,Craft,Role","3,0,1,4,2",verbal_report_textbox_phase3,I also noticed at the first part of the study that the decoys were hostile most of the times so when the speed wasn't available in this task I tried to guess if they were friendly or not by looking if they were autonomous or decoy.,"Speed,Role,Direction,Status,Craft","1,2,3,4,5"
95,separated,superior,"Craft,Direction,Speed,Role,Status","4,0,3,2,1",verbal_report_textbox_phase2,"mainly based on which craft it was, airplanes being hostile and submarines being friendly. ","Craft,Speed,Role,Status,Direction","1,2,3,4,5"
95,separated,superior,"Craft,Direction,Speed,Role,Status","4,0,3,2,1",verbal_report_textbox_phase3,i struggled as initially i had only figured out the crafts,"Role,Direction,Speed,Status,Craft","1,2,3,4,5"
96,separated,superior,"Direction,Role,Status,Speed,Craft","2,3,0,4,1",verbal_report_textbox_phase2,"I thought - but I am not sure if it was the right answer - that the «good« factors that determined Friebdly were being an airplane, autonomous, undamaged, going left and fast. So if a vessel had 3 or more of these characteristics I classified it as Friendly. I really didn't give more importance to one or other feature, just checked if there were 3 or more present. That's the idea I got from the training phase.","Status,Role,Craft,Speed,Direction","1,2,3,4,5"
96,separated,superior,"Direction,Role,Status,Speed,Craft","2,3,0,4,1",verbal_report_textbox_phase3,"Again, I assumed that the «good» characteristics were Airplane, Autonomous, Undamaged and Fast (direction was not available). So if 3 or more of these were present, I chose Friendly. If 3 or more of the «bad» characteristics were present, I chose Enemy. If there were 2 of each, I opted for Enemy, because you can't take that risk in war times :-)","Status,Craft,Role,Speed,Direction","1,2,3,4,5"
97,separated,superior,"Status,Craft,Direction,Speed,Role","1,2,0,4,3",verbal_report_textbox_phase2,I first checked if it was autonomous or decoy because decoys tended to be more hostile. I then checked the direction cause typically crafts going to the right (especially decoys) tend to be hostile no matter the speed or whether they were damaged or not. Then I checked the speed.,"Role,Direction,Speed,Status,Craft","1,2,3,4,5"
